id,constant,position,translate
1. Главная страница,,,
1.1. Посадочная страница.,,,
1,indexHeaderText.slide1.title,Заголовок №1,Highly profitable trading on the best platform in the world
2,indexHeaderText.slide1.text|dot,Подзаголовок к заголовку №1,Innovative trading platform allows you to instantly carry out transactions and make money on the 6 financial markets
3,indexHeaderText.slide2.title,Заголовок №2,Safety
4,indexHeaderText.slide2.text|dot,Подзаголовок к заголовку №2,Company Name carefully ensures that clients funds are fully protected
5,indexHeaderText.slide3.title,Заголовок №3,Convenience
6,indexHeaderText.slide3.text|dot,Подзаголовок к заголовку №3,We've created the best mobile version of the platform so that you can trade from anywhere in the world
7,indexHeaderText.slide4.title,Заголовок №4,Opportunities
8,indexHeaderText.slide4.text|dot,Подзаголовок к заголовку №4,Our team has collected dozens of effective trading instruments on the platform for comfortable and efficient trading
1.2. Почему мы? (Преимущества),,,
9,indexAdvantagesText.h2,Главный заголовок раздела,Why Company Name?
10,indexAdvantagesText.advantage1.title,Преимущество №1,Availability
11,indexAdvantagesText.advantage1.text|dot,Описание преимущества №1,We give our clients the opportunity to start trading with a minimum amount on their account
12,indexAdvantagesText.advantage2.title,Преимущество №2,Benefit
13,indexAdvantagesText.advantage2.text|dot,Описание преимущества №2,We make sure that the commission amount remains the lowest on the broker's services market
14,indexAdvantagesText.advantage3.title,Преимущество №3,Optimization
15,indexAdvantagesText.advantage3.text|dot,Описание преимущества №3,"We offer a choice of 3 options for cooperation with Company Name, depending on your experience and funds"
16,indexAdvantagesText.advantage4.title,Преимущество №4,Transparency
17,indexAdvantagesText.advantage4.text|dot,Описание преимущества №4,We promptly inform our clients about all changes in the operation of the platform and the terms of cooperation
18,indexAdvantagesText.advantage5.title,Преимущество №5,Support
19,indexAdvantagesText.advantage5.text|dot,Описание преимущества №5,Experienced financial experts Company Name help clients form trading strategies and make successful transactions
20,indexAdvantagesText.advantage6.title,Преимущество №6,Opportunities
21,indexAdvantagesText.advantage6.text|dot,Описание преимущества №6,"We provide a choice of hundreds of assets on 6 financial markets, for successful trading"
1.3. Дополнительные преимущества.,,,
22,indexBenefitsText.h2,Главный заголовок раздела,Maximum efficiency
23,indexBenefitsText.benefit1.title,Преимущество №1,Liquidity
24,indexBenefitsText.benefit1.text|dot,Описание преимущества №1,Your transactions are executed instantly
25,indexBenefitsText.benefit2.title,Преимущество №2,Relevance
26,indexBenefitsText.benefit2.text|dot,Описание преимущества №2,You can see the exact prices in real time
27,indexBenefitsText.benefit3.title,Преимущество №3,Support
28,indexBenefitsText.benefit3.text|dot,Описание преимущества №3,Each of your problems will be solved in a matter of hours
29,indexBenefitsText.benefit4.title,Преимущество №4,Service
30,indexBenefitsText.benefit4.text|dot,Описание преимущества №4,We have created all the conditions so that every client of Company Name can fully realize their potential
1.4. Как начать.,,,
31,indexStepsText.h2,Главный заголовок раздела,Complete a short registration to access the platform
32,indexStepsText.step1.title,Шаг №1,Create an account
33,indexStepsText.step1.text|dot,Описание Шага №1,Fill in the contact details and confirm them
34,indexStepsText.step2.title,Шаг №2,Select the type of cooperation
35,indexStepsText.step2.text|dot,Описание Шага №2,Choose the trading terms that are suitable for you
36,indexStepsText.step3.title,Шаг №3,Start trading
37,indexStepsText.step3.text|dot,Описание Шага №3,Master the functionality of the platform and make your first transaction
1.5. Информация об аккаунтах.,,,
38,indexAccountsText.h2,Главный заголовок раздела,Account types
39,indexAccountsText.account1.title,Аккаунт №1,Beginner
40,indexAccountsText.account1.text|dot,Подзаголовок для аккаунта №1,Suitable instruments for a confident start in tradin
41,indexAccountsText.account2.title,Аккаунт №2,Amateur
42,indexAccountsText.account2.text|dot,Подзаголовок для аккаунта №2,All the opportunities for obtaining a permanent income on the market
43,indexAccountsText.account3.title,Аккаунт №3,Expert
44,indexAccountsText.account3.text|dot,Подзаголовок для аккаунта №3,Unlimited range of services for making successful transactions
45,indexAccountsText.account_condition_1,Минимальный депозит:,Minimum deposit
46,indexAccountsText.account_condition_2,Кредитное плечо:,Leverage
47,indexAccountsText.account_condition_3,Моментальное исполнение,Instant execution
48,indexAccountsText.account_condition_4,Торговля криптовалютами и металлами,Cryptocurrencies and metals trading
49,indexAccountsText.account_condition_5,Возможность инвестиций в ПАММ-счета,PAMM-accounts investing
50,indexAccountsText.account_condition_6,Отсутствие свопа,No swap
51,indexAccountsText.account_condition_7,Торговля ETF и индексами,ETF and index trading
52,indexAccountsText.account_condition_8,Страхование депозитов,Deposit insurance
53,indexAccountsText.account_condition_9,Персональный менеджер,Personal manager
54,indexAccountsText.account_condition_10,Открытие личного ПАММ-счета,Opening a personal PAMM-account
53,indexAccountsText.account_condition_11,Защита депозитов,Protection of deposits
54,indexAccountsText.account_condition_12,Круглосуточная поддержка,24-hour personal support
1.6. Новости,,,
55,indexNewsText.h2,Главный заголовок раздела,World economic news
1.7. Футер,,,
56,footerContent,Футер текст,"{brockerName} is registered at: France, Ile-de-France, Line A, Marne-la-Vallee Chessie station. The company's activities are carried out in accordance with the requirements of the European Securities Market Supervision Authority (license number: 096/08), the Australian Securities and Investments Commission (ASIC) (19-365MR) and the Financial Regulatory Authority of the United Kingdom (FCA) FRN: 584283."
2. Рынки и инструменты,,,
2.2. Обзор рынков,,,
2.2.1. Посадочный экран,,,
57,marketsHeaderText.title,Заголовок,6 financial markets on one platform
58,marketsHeaderText.text|dot,Подзаголовок,Here you will find a comprehensive description of the financial markets and the assets that are represented on them
59,commonMarketsText.title_graph,Заголовок торгового графика,Trading instrument chart
60,commonMarketsText.title_table,Заголовок таблицы инструментов,Instruments table
61,commonMarketsText.footnote,Часы работы рынков,* opening and closing hours are indicated by UTC +0
2.2.2. Валюты,,,
62,marketsListText.market1.title,Заголовок,Forex
63,marketsListText.market1.text|dot,Подзаголовок,"The best option to start trading. On the Forex market, you will easily master the mechanics of trading and the principles of analysis"
2.2.3. Металлы,,,
64,marketsListText.market2.title,Заголовок,Metals
65,marketsListText.market2.text|dot,Подзаголовок,Opportunities for scalping and long-term investments. The metal market is suitable for active trading and saving capital
2.2.4. Акции,,,
66,marketsListText.market3.title,Заголовок,Stocks
67,marketsListText.market3.text|dot,Подзаголовок,A lot of assets for professional trading. The stock market will allow you to receive passive profits and make profitable transactions
2.2.5. Товары,,,
68,marketsListText.market4.title,Заголовок,Commodity
69,marketsListText.market4.text|dot,Подзаголовок,Commodities for conservative trade. The commodity market is as predictable as possible and allows you to make money with minimum skills
2.2.6. Индексы,,,
70,marketsListText.market5.title,Заголовок,Indices
71,marketsListText.market5.text|dot,Подзаголовок,"The most reliable investment. On the indices market, you can invest with a 100 % guarantee of profitability"
2.2.7. Криптовалюты,,,
72,marketsListText.market6.title,Заголовок,Cryptocurrency
73,marketsListText.market6.text|dot,Подзаголовок,"Unlimited opportunities for earning money. The crypto asset market is promising startups, constant fluctuations and huge revenues"
2.3. Валюты,,,
2.3.1. Посадочный экран,,,
74,forexHeaderText.title,Заголовок,Forex
75,forexHeaderText.text|dot,Подзаголовок,The Forex market opens up wide opportunities for beginners and experienced traders. Here you can create your own trading strategies and use them to make successful transactions
76,forexProfitsText.profit1.title,Преимущество №1. Заголовок.,Predictability
77,forexProfitsText.profit1.text|dot,Преимущество №1. Описание.,It is enough to study political and economic news to predict the direction of movement of currency
78,forexProfitsText.profit2.title,Преимущество №2. Заголовок.,Liquidity
79,forexProfitsText.profit2.text|dot,Преимущество №2. Описание.,Modern technologies and large aggregators of liquidity will allow you to make transactions in less than a second
80,forexProfitsText.profit3.title,Преимущество №3. Заголовок.,Opportunities
81,forexProfitsText.profit3.text|dot,Преимущество №3. Описание.,"There are dozens of assets on the Forex market, each of which can, in the future, bring profit to traders"
82,forexProfitsText.profit4.title,Преимущество №4. Заголовок.,Comfort
83,forexProfitsText.profit4.text|dot,Преимущество №4. Описание.,Forget about a fixed work schedule - you can trade on Forex at any time convenient for you
2.3.2. Описание рынка,,,
84,forexAssetsText.title,Заголовок,Currency market
85,forexAssetsText.text|dot,Подзаголовок,"Forex is a place where the largest investment funds trade on a par with ordinary traders. Here you can open transactions of any scale, and the profit depends only on your knowledge and skills"
2.4. Металлы,,,
2.4.1. Посадочный экран,,,
86,metalsHeaderText.title,Заголовок,Metals
87,metalsHeaderText.text|dot,Подзаголовок,"The precious metals market is unique in its own way. The assets that are represented on it (gold, silver, etc.) are volatile in the short term, but they maintain a stable exchange rate for years and even decades. Accordingly, here you can conduct active trading and save capital in times of crisis"
88,metalsProfitsText.profit1.title,Преимущество №1. Заголовок.,Availability
89,metalsProfitsText.profit1.text|dot,Преимущество №1. Описание.,"You can start trading on the metal market with a minimum amount on deposit, thanks to the possibilities of CFD contracts and microlots"
90,metalsProfitsText.profit2.title,Преимущество №2. Заголовок.,Benefit
91,metalsProfitsText.profit2.text|dot,Преимущество №2. Описание.,"We strive to reduce the costs of traders as much as possible, and the Company Name team has achieved impressive success on the metal market"
92,metalsProfitsText.profit3.title,Преимущество №3. Заголовок.,Reliability
93,metalsProfitsText.profit3.text|dot,Преимущество №3. Описание.,Investing in precious metals will help you to wait out any market fluctuations without financial losses
94,metalsProfitsText.profit4.title,Преимущество №4. Заголовок.,Predictability
95,metalsProfitsText.profit4.text|dot,Преимущество №4. Описание.,"Just like currencies, precious metals are affected by a minimum number of financial indicators"
2.4.2. Описание рынка,,,
96,metalsAssetsText.title,Заголовок,Metal market
97,metalsAssetsText.text|dot,Подзаголовок,The metal market is suitable for traders with any trading style. A cautious investor and an aggressive trader will be able to achieve their goals by trading here
2.5. Акции,,,
2.5.1. Посадочный экран,,,
98,stocksHeaderText.title,Заголовок,Stocks
99,stocksHeaderText.text|dot,Подзаголовок,"The market of securities issued by the world's largest companies. One of the oldest and largest markets in the world. Here you can apply several trading strategies at once, from investing to generate passive income, to actively concluding transactions for thousands of dollars"
100,stocksProfitsText.profit1.title,Преимущество №1. Заголовок.,Opportunities
101,stocksProfitsText.profit1.text|dot,Преимущество №1. Описание.,"Dozens of stocks of financial giants are traded on the market, and new promising companies annually go to IPO"
102,stocksProfitsText.profit2.title,Преимущество №2. Заголовок.,Reliability
103,stocksProfitsText.profit2.text|dot,Преимущество №2. Описание.,"By purchasing the company's securities, you will be able to receive guaranteed and on an ongoing basis % from it income"
104,stocksProfitsText.profit3.title,Преимущество №3. Заголовок.,Variability
105,stocksProfitsText.profit3.text|dot,Преимущество №3. Описание.,CFD contracts technology allows you to earn both on the growth and on the fall of stock prices - you can earn income even in the midst of a crisis
106,stocksProfitsText.profit4.title,Преимущество №4. Заголовок.,Availability
107,stocksProfitsText.profit4.text|dot,Преимущество №4. Описание.,"Also, thanks to CFDs and microlots, you can open transactions for minimal amounts, even if 1 stock costs hundreds of dollars"
2.5.2. Описание рынка,,,
108,stocksAssetsText.title,Заголовок,Stock market
109,stocksAssetsText.text|dot,Подзаголовок,"On the stock market, you can earn and save a fortune. Here, both active trading and passive income are available to you, and investments in promising IPOs allow you to increase your capital several times in a matter of days"
2.6. Товары,,,
2.6.1. Посадочный экран,,,
110,commoditiesHeaderText.title,Заголовок,Commodity
111,commoditiesHeaderText.text|dot,Подзаголовок,"On the commodity market, assets are traded that we encounter to some extent in everyday life. We are talking about oil, gas, wheat, sugar, juice, etc. even without in-depth knowledge of fundamental and technical analysis, you will be able to predict the price movement on the commodity asset market"
112,commoditiesProfitsText.profit1.title,Преимущество №1. Заголовок.,Predictability
113,commoditiesProfitsText.profit1.text|dot,Преимущество №1. Описание.,There are regular and cyclical price movements on the commodity market: it is enough just to study the news to understand when to make a deal
114,commoditiesProfitsText.profit2.title,Преимущество №2. Заголовок.,Prospects
115,commoditiesProfitsText.profit2.text|dot,Преимущество №2. Описание.,Leverage instrument will allow you to use an amount several times higher than the size of your deposit for trading
116,commoditiesProfitsText.profit3.title,Преимущество №3. Заголовок.,Opportunities
117,commoditiesProfitsText.profit3.text|dot,Преимущество №3. Описание.,"Commodities are a wide group of assets, each with its own characteristics and specifics, and each, with the right strategy, will bring you income"
118,commoditiesProfitsText.profit4.title,Преимущество №4. Заголовок.,Availability
119,commoditiesProfitsText.profit4.text|dot,Преимущество №4. Описание.,"The commodity market, like Forex, is the best place for novice traders, due to the minimum requirements for experience and the deposit amount"
2.6.2. Описание рынка,,,
120,commoditiesAssetsText.title,Заголовок,Commodity market
121,commoditiesAssetsText.text|dot,Подзаголовок,"The commodity market is ideally suited for conservative traders who want to receive a stable income. Here you will not be able to invest money in a startup, having received hundreds of percent of profit, but the cyclicity and simplicity will allow you to earn on a regular basis"
2.7. Индексы,,,
2.7.1. Посадочный экран,,,
122,indicesHeaderText.title,Заголовок,Stock indices
123,indicesHeaderText.text|dot,Подзаголовок,"The most unusual assets on our platform are traded on the stock indices market. Stock indices are a conditional asset whose price depends on the value of an entire industry or market. Research shows that in the long term, markets and industries are guaranteed to grow, respectively, indices are an investment opportunity with a 100% probability of making a profit"
124,indicesProfitsText.profit1.title,Преимущество №1. Заголовок.,Benefit
125,indicesProfitsText.profit1.text|dot,Преимущество №1. Описание.,"Company Name provides its clients with minimal costs in the trading process: here you can earn, almost without expenses"
126,indicesProfitsText.profit2.title,Преимущество №2. Заголовок.,Reliability
127,indicesProfitsText.profit2.text|dot,Преимущество №2. Описание.,All traders and even funds invest in indices without exception: all because it is the most reliable asset for preserving capital
128,indicesProfitsText.profit3.title,Преимущество №3. Заголовок.,Maximum liquidity
129,indicesProfitsText.profit3.text|dot,Преимущество №3. Описание.,Company Name receives data from the world's most reliable liquidity aggregators and provides clients with instant execution of any transactions
130,indicesProfitsText.profit4.title,Преимущество №4. Заголовок.,Availability
131,indicesProfitsText.profit4.text|dot,Преимущество №4. Описание.,"Indices are a kind of expensive assets, but CFD technology will allow you to open transactions for minimal amounts"
2.7.2. Описание рынка,,,
132,indicesAssetsText.title,Заголовок,Indices market
133,indicesAssetsText.text|dot,Подзаголовок,"The indices market is the best place for investors. Such assets are most often used not for active trading, but for passive and long-term investments. By investing in stock indices, you can be sure that after some time it will increase"
2.8. Криптовалюты,,,
2.8.1. Посадочный экран,,,
134,cryptoHeaderText.title,Заголовок,Cryptocurrency
135,cryptoHeaderText.text|dot,Подзаголовок,"The most popular and highly profitable commodities of the crypto industry are available to you on the cryptocurrency market: Bitcoin, Ethereum, Ripple, etc. In addition, the crypto market is a market for startups and IPOs, which allow you to significantly increase the invested capital"
136,cryptoProfitsText.profit1.title,Преимущество №1. Заголовок.,Prospects
137,cryptoProfitsText.profit1.text|dot,Преимущество №1. Описание.,Crypto market opens up unlimited prospects for all categories of traders here you can trade with almost any capital
138,cryptoProfitsText.profit2.title,Преимущество №2. Заголовок.,Benefit
139,cryptoProfitsText.profit2.text|dot,Преимущество №2. Описание.,"Trading on the crypto market does not incur any costs, except for the commission Company Name, which was and remains minimal"
140,cryptoProfitsText.profit3.title,Преимущество №3. Заголовок.,Predictability
141,cryptoProfitsText.profit3.text|dot,Преимущество №3. Описание.,The prices of cryptocurrencies directly depend on the news about them: you do not need to use analysis - just study the current information guides
142,cryptoProfitsText.profit4.title,Преимущество №4. Заголовок.,Opportunities
143,cryptoProfitsText.profit4.text|dot,Преимущество №4. Описание.,"Every startup can become a unicorn, and every crypto coin can become an asset that will bring hundreds of % of profitability to traders"
2.8.2. Описание рынка,,,
144,cryptoAssetsText.title,Заголовок,Crypto assets market
145,cryptoAssetsText.text|dot,Подзаголовок,"Cryptocurrencies are the youngest and actively developing market in the world. This explains its volatility and high profitability. There are serious risks waiting for you here, but a huge profit will cover any possible costs"
3. Торговые условия,,,
3.1. Посадочный экран,,,
146,tradingHeaderText.title,Заголовок,Trading with Company Name
147,tradingHeaderText.text|dot,Подзаголовок,Company Name provides a complete list of instruments for successful trading. On this page you can get acquainted with each of them
3.2. Калькулятор трейдера,,,
148,tradingCalculatorText.title,Заголовок,Trader's Calculator
149,tradingCalculatorText.text|dot,Подзаголовок,Instrument for predicting the results of a transaction
3.3. Расчетные данные,,,
150,estimationText.offer_1,Инструмент,"Instrument: <div class=""description"">specify the selected financial instrument from the list</div>"
151,estimationText.offer_2,Цена открытия,"Price: <div class=""description"">specify the estimated price of opening and closing the order to see the possible result</div>"
152,estimationText.offer_3,Объем сделки,"Trade volume: <div class=""description"">specify exact trade volume in lots</div>"
153,estimationText.offer_4,"Спред, в пунктах","Spread in points: <div class=""description"">calculated automatically based on the difference between Ask and Bid prices</div>"
154,estimationText.offer_5,"Своп, в USD","Swap in USD: <div class=""description"">calculated automatically based on the cost of position rollover at night</div>"
155,estimationText.offer_6,Маржа в USD,"Margin: <div class=""description"">the specified data is the minimum amount of free deposit required to make a transaction</div>"
156,estimationText.offer_7,Прибыль в USD,"Profit: <div class=""description"">indication of probable profit based on current parameters</div>"
3.4. Пример расчета,,,
157,estimationText.h2,Заголовок,How the Trader's calculator works
158,estimationText.ul_title,Подзаголовок,Initial data
159,estimationText.li_1,Данные №1,Instrument
160,estimationText.li_2,Данные №2,Opening price
161,estimationText.li_3,Данные №3,Volume
162,estimationText.li_4,Данные №4,Spread in points
163,estimationText.li_5,Данные №5,Swap in USD
164,estimationText.li_6,Данные №6,Margin
165,estimationText.li_7,Данные №7,Profit
4. О компании,,,
4.1. О компании + Показатели,,,
166,aboutHeaderText.title,Слоган-заголовок,Company Name - the best service for trading
167,aboutHeaderText.text|dot,Подзаголовок,Company Name is a platform created by and for traders
168,aboutCounterText.counter1.title,Показатель №1,<span class='indicator-number_1' data-indicator-number='347000'>0</span>
169,aboutCounterText.counter1.text,Текст показателя №1,active users
170,aboutCounterText.counter2.title,Показатель №2,<span class='indicator-number_2' data-indicator-number='38600'>0</span>
171,aboutCounterText.counter2.text,Текст показателя №2,open transactions
172,aboutCounterText.counter3.title,Показатель №3,<span class='indicator-number_3' data-indicator-number='250'>0</span>+
173,aboutCounterText.counter3.text,Текст показателя №3,trading instruments
174,aboutCounterText.counter4.title,Показатель №4,<span class='indicator-number_4' data-indicator-number='150'>0</span> mln
175,aboutCounterText.counter4.text,Текст показателя №4,turnover dollars per day
176,aboutCounterText.counter5.title,Показатель №5,<span class='indicator-number_5' data-indicator-number='4'>0</span>th
177,aboutCounterText.counter5.text,Текст показателя №5,years of successful work
4.2. Вы в центре всего,,,
178,aboutConditionsText.title,Заголовок,Everything you need for successful trading
179,aboutConditionsText.text|dot,Подзаголовок,Every member of our team works daily to improve the already optimal working conditions on the financial markets that are available to Company Name clients. We strive to create a service that is ideal for any trader and will provide us with leadership on the broker's services market
4.3. Цели и задачи компании,,,
180,aboutGoalsText.h2,Общий заголовок,Our goals
181,aboutGoalsText.goal1.title,Заголовок №1,Goal №1
182,aboutGoalsText.goal1.text|dot,Описание заголовка №1,Reduce the commission level for broker's services by 20%
183,aboutGoalsText.goal2.title,Заголовок №2,Goal №2
184,aboutGoalsText.goal2.text|dot,Описание заголовка №2,Provide a 50% increase in monthly income for each client
4.4. Больше возможностей для трейдинга,,,
185,aboutQualityText.title,Заголовок №1,Complete security
186,aboutQualityText.text|dot,Описание заголовка №1,"Thanks to the technology of segregated broker's accounts, the funds of each client Company Name are reliably protected and insured by our partner banks"
4.5. Наша история,,,
187,aboutHistoryText.h2,Общий заголовок,History
188,aboutHistoryText.year1.title,2018 год. Заголовок,Promising team
189,aboutHistoryText.year1.text|dot,2018 год. Описание,"In January 2019, a team of experienced financial experts and successful traders was formed. Our main goal was to create a trading platform that would meet all the needs of professional traders and beginners"
190,aboutHistoryText.year2.title,2019 год. Заголовок,The first steps
191,aboutHistoryText.year2.text|dot,2019 год. Описание,"This year, the first 7,000 people have become clients of our company. We have opened offices in 2 countries and hired the best software developers to create the platform"
192,aboutHistoryText.year3.title,2020 год. Заголовок,The main goal has been achieved
193,aboutHistoryText.year3.text|dot,2020 год. Описание,"In 2021, the development of the platform was completed, and the crisis caused by the pandemic attracted 20,000 new active traders to the company. This year has become a year of victories for our company, despite the problems associated with the transfer of employees to a remote work format"
194,aboutHistoryText.year4.title,2021 год. Заголовок,The path to new heights
195,aboutHistoryText.year4.text|dot,2021 год. Описание,"In the first half of 2022, another 10,000 people became clients of Company Name. We are constantly working to improve the quality of service and add new effective instruments to the platform"
4.6. Платформа для торговли разработанная для людей.,,,
196,aboutPlatformText.title,Заголовок,Modern platform for successful trading
197,aboutPlatformText.text|dot,Подзаголовок,"The Company Name platform offers up-to-date quotes, highly effective instruments and instant transaction execution"
198,aboutPlatformText.advantage1,Преимущества №1,Access from anywhere in the world
199,aboutPlatformText.advantage2,Преимущества №2,The best mobile version
200,aboutPlatformText.advantage3,Преимущества №3,24 hours a day support
201,aboutPlatformText.advantage4,Преимущества №4,Maximum liquidity
202,aboutPlatformText.advantage5,Преимущества №5,100% security
203,aboutPlatformText.advantage6,Преимущества №6,Optimal conditions for cooperation
204,aboutPlatformText.advantage7,Преимущества №7,The most effective instruments
5. Лицензии.,,,
5.1. Посадочный экран,,,
205,licensesHeaderText.title,Заголовок,Partners and Regulators
206,licensesHeaderText.text,Подзаголовок к заголовку,"The activities of Company Name are regulated by the largest and most reputable independent organizations. At the same time, thanks to our partnership relations with the world's largest banks, we can offer our clients a unique level of service and opportunities"
5.2. Информация о регуляторах и банках,,,
207,licensesListText.license1.title,Заголовок №1,FMA
208,licensesListText.license1.text,Описание №1,State regulator of Australia is the Financial Markets Supervision Commission
209,licensesListText.license2.title,Заголовок №2,ASIC
210,licensesListText.license2.text,Описание №2,Securities and Investments Commission of Australia
211,licensesListText.license3.title,Заголовок №3,MFSA
212,licensesListText.license3.text,Описание №3,Maltese State Regulator of financial Organizations and brokers
213,licensesListText.license4.title,Заголовок №4,IFSC
214,licensesListText.license4.text,Описание №4,State regulator of Belize is the largest regulator in South America
215,licensesListText.license5.title,Заголовок №5,Quotix Aggregator
216,licensesListText.license5.text,Описание №5,Reputable liquidity aggregator that provides up-to-date prices and fast order execution
217,licensesListText.license6.title,Заголовок №6,JP Morgan
218,licensesListText.license6.text,Описание №6,Largest international financial institution
219,licensesListText.license7.title,Заголовок №7,MiFID
220,licensesListText.license7.text,Описание №7,EU directive that optimizes anti-money laundering instruments
221,licensesListText.license8.title,Заголовок №8,Goldman Sachs
222,licensesListText.license8.text,Описание №8,One of the largest and most reputable investment banks in the world
6. Ошибка 404.,,,
223,headerText404.title,Заголовок,Error 404
224,headerText404.text,Подзаголовок,"This page does not exist, please contact support."
225,headerText404.textMainPage,Вернуться на главную страницу,Back to the main page
226,headerText404.textSupport,Служба технической поддержки,Technical support service
8. Формы,,,
8.1. Заголовки форм,,,
228,formsText.titleEnter,Вход в личный кабинет,Your Personal Area
229,formsText.titleCallback,Оставить заявку,Submit your application
230,formsText.titleTwoauth,Двухэтапная авторизация,Two-factor authentication
231,buttonText.signup,Регистрация,Registration
232,fotmsText.titleReminder,Восстановление пароля,Password reset
8.2. Поля ввода,,,
233,formsText.labelName,Введите ваше имя,Name *
234,formsText.placeholderName,Введите ваше имя (placeholder),Your name
235,formsText.labelLastName,Введите вашу фамилию,Surname *
236,formsText.placeholderLastName,Введите вашу фамилию (placeholder),Your surname
237,formsText.labelMail,E-mail,E-mail *
238,formsText.placeholderEmail,Введите ваш E-mail (placeholder),Your E-mail
239,formsText.labelPassword,Введите пароль,Password *
240,formsText.placeholderPassword,Введите пароль (placeholder),Enter password
241,formsText.labelConfirmPassword,Подтвердите пароль,Confirm password *
242,formsText.labelPhone,Поле для ввода номера телефона,Phone number *
243,formsText.placeholderPhone,Поле для ввода номера телефона (placeholder),Your phone number
244,formsText.labelCountry,Выберите страну,Country
245,formsText.placeholderCountry,Выберите страну (placeholder),Choose country
246,formsText.labelLanguage,Выберите язык,Language
247,formsText.placeholderLanguage,Выберите язык (placeholder),Choose language
248,formsText.labelTime,Удобное время для звонка,Time to call
249,formsText.placeholderTime,Удобное время для звонка (placeholder),Best time to call
250,formsText.lableTwoauth,Введите код двухэтапной авторизации,Authorization code *
251,formsText.placeholderTwoauth,Введите код двухэтапной авторизации (placeholder),Two-stage authorization code
252,formsText.labelPromo,Введите промокод,Promotional code
253,formsText.placeholderPromo,Введите промокод (placeholder),Enter promotional code
8.3. Дополнительный текст,,,
254,formsText.text_required,* - обязательные поля,* - required field
255,formsText.regRecommend,"Для пароля разрешены только латинские буквы, цифры и символы. ","Only Latin letters, numbers and symbols are allowed for the password. The password must contain at least one uppercase letter, one lowercase letter and one number."
256,formsText.checkboxText,Обработка персональных данных (чекбокс),I agree to the processing of personal data
8.4. Уведомления,,,
257,formsText.titleSuccess,Спасибо за отправку сообщения (заголовок),Thank you for sending a message
258,formsText.textSuccess,Спасибо за отправку сообщения текст (подзаголовок),We will contact you shortly.
259,formsText.titleError,Ошибка отправки сообщения (заголовок),Error sending message
260,formsText.textError,Ошибка отправки сообщения текст (подзаголовок),Try later
309,formsText.titleAttention,Ошибка (заголовок),Attention!
8.5. Ссылки в форме,,,
261,formsText.forgotText,Забыли пароль?,Forgot your password?
262,formsText.allreadyText,Уже есть учетная запись,Already have an account
9. Навигация,,,
263,navText.index,Главная,Main
264,navText.markets,Рынки,Markets
265,navText.about,О компании,About company
266,navText.contacts,Контакты,Contacts
267,navText.forex,Валюты,Currencies
268,navText.metals,Металлы,Metals
269,navText.stocks,Акции,Stocks
270,navText.commodities,Товары,Commodities
271,navText.indices,Индексы,Indices
272,navText.crypto,Криптовалюты,Cryptocurrencies
273,navText.trading,Торговые условия,Trading conditions
274,navText.licenses,Аккредитация и лицензии,Accreditations and Licenses
275,formsText.checkboxAgreement,Пользовательское соглашение,User Agreement
276,formsText.checkboxPolicy,Политика возврата средств,Refund Policy
293,curLang,Текущий язык,En
10. Кнопки,,,
277,buttonText.login,Войти,Login
278,buttonText.btnReg,Зарегистрироваться,Sign up
279,buttonText.enterFormButton,Войти в кабинет,Login
280,buttonText.btnSend,Отправить,Send
281,buttonText.btnStartTrade,Начать торговать,Start trading
282,buttonText.btnOpenAcc,Открыть счет,Open an account
283,buttonText.btnCallback,Запросить звонок,Request a call
284,buttonText.btnLearMore,Узнать больше,Learn more
285,buttonText.btn404,Вернуться на главную,Go back to the main page
286,buttonText.btnSupport,Техническая поддержка,Technical support
287,buttonText.btnPartner,Стать партнером,Become a partner
11. Контакты,,,
288,contactsHeaderText.title,Заголовок,"24/7, personalized user support"
289,contactsHeaderText.text,Подзаголовок,Request a call and we will contact you shortly.
290,contactsListText.contact2,Наша почта,Our e-mail
291,contactsListText.contact3,Месторасположение,Location
292,contactsListText.contact1,Международный номер,International number
12. Тайтлы,,,
293,titles.index,index,Company Name - the best service for trading
294,titles.notFound,404,404 - Company Name - the best service for trading
295,titles.licenses,licenses,Accreditations and licenses - Company Name - the best service for trading
296,titles.reminder,recovery,Password Recovery - Company Name - the best service for trading
297,titles.register,register,Registration - Company Name - the best service for trading
298,titles.login,login,Login - Company Name - the best service for trading
299,titles.about,about,About the company - Company Name - the best service for trading
300,titles.contacts,contacts,Contacts - Company Name - 24/7 Customer Support
301,titles.markets,markets,Here you will find a comprehensive description of the financial markets and the assets that are represented on them
302,titles.commodities,commodities,Commodities - commodity asset market
303,titles.crypto,crypto,Cryptocurrencies - the market of crypto assets
304,titles.forex,forex,Currencies – the market of currency assets
305,titles.indices,indices,Indices - stock indices market
306,titles.metals,metals,Metals - precious Metals market
307,titles.stocks,stocks,Stocks - the securities market
308,titles.trading,trading,Trading terms - Trading with Company Name
